"V1","V2","V3","V4","V5"
32586,6208,39797,43008,42637
34039,35314,35188,25521,35421
11039,14261,3071,20125,1723
31314,22435,11610,39632,36616
29118,10979,17900,6287,40292
34353,38090,36221,12838,45948
4224,38194,2797,31653,43275
31019,42191,27303,2073,31666
19611,36013,36981,16628,2540
34786,44839,43768,12236,17404
1739,39731,40364,1649,33700
43449,18300,28776,19218,23962
35406,9075,15552,40055,327
26204,7258,39384,20541,21572
41399,26692,25353,11631,12132
25834,43677,7578,8328,45649
24807,29414,36265,10938,1705
13311,44111,28100,20982,45565
26339,8653,38469,40024,10247
4223,23400,15715,32538,11893
24020,18547,37372,17298,18650
28422,43224,44432,31605,11739
26291,37374,701,9346,21747
6281,41664,12147,37732,19854
27131,16798,8908,22980,28341
2768,21395,35992,15123,40088
33800,10817,12730,20191,12647
34172,25892,13872,20986,8941
12091,19829,29673,30422,6958
2655,37673,34173,25411,23721
41627,39459,27095,1380,40919
2740,9100,3768,27403,24697
17426,22058,28650,3970,6160
40326,36098,11220,24935,14243
22682,30114,39103,12415,17508
40934,18271,5678,11171,41805
41698,15187,28313,38183,35447
5030,45791,33538,25855,6686
907,36807,5648,25891,26670
997,17232,16254,8515,45686
6095,32080,35681,20378,36963
17420,24457,30360,33093,34198
29265,20290,18857,7509,8689
14303,28335,41855,24265,26123
21004,37519,36729,25755,4668
16624,20183,5242,11968,38637
10000,9348,45090,24316,29279
31591,21461,10810,29463,30370
14808,21126,30521,11307,9822
42162,10763,12426,36358,22795
8664,9468,18627,5616,32227
9005,14876,10309,10581,32754
8915,18925,37833,26929,687
28596,4778,1436,599,46356
37816,29441,38262,5584,35400
34585,33167,20323,4418,28526
28907,29130,16156,575,33970
46049,26592,45215,19425,45861
39931,40028,17503,14392,28729
28493,43596,13051,23177,31304
28902,41359,16637,43195,10966
13798,14996,11837,26529,27915
7217,40019,43996,29971,29511
45224,45572,29642,2034,31034
31445,14682,34149,8861,33190
35970,17600,45037,34644,22128
11650,36429,38157,18127,24393
26794,18683,19538,24223,37166
12700,45597,4520,11509,5480
15836,20117,30860,30609,31342
3282,12006,43780,13961,15239
29225,3083,42319,40501,15083
16350,14971,21430,34104,5606
19809,35989,22861,4981,33610
39727,26000,14693,26095,6386
27991,24914,20921,31769,15895
33386,44142,18157,27971,15296
2869,14282,32694,37066,16902
8358,28065,5314,30524,41436
12160,24300,10499,39519,6589
38832,40873,33467,38758,28759
21536,17110,21178,27831,66
22473,22180,12136,9209,43219
14952,5568,11483,45762,5594
34666,12461,17031,34146,7676
30793,1816,5673,21039,31596
24326,42670,11424,41579,17800
161,38357,18998,1792,15661
2586,11946,21969,22263,1276
26305,39712,30103,1718,17178
31822,38158,15630,24323,30111
3972,9960,21718,21566,4613
22033,18071,44786,45812,19445
45682,34376,20990,18864,2339
22372,38650,39683,14333,37508
23538,19490,17185,14216,40465
29050,4674,1943,21420,36499
18426,46178,4335,15822,46117
40412,27415,36242,9691,35152
30968,45481,2325,18669,18887
27019,29009,22640,45268,17103
25471,21253,15007,19972,735
30502,34423,44669,18451,42281
1558,357,4044,6754,27281
20885,22185,44425,4113,39122
6677,21098,16218,22596,17079
13259,45083,29703,14111,39817
19838,29936,1861,31970,17339
45436,36781,43153,34396,6983
25605,28261,44102,41388,11462
29269,42985,323,43868,35807
43078,18930,43352,163,10131
39004,10682,31297,16421,8401
38995,4565,15876,9553,41589
16740,23128,36864,46097,32535
16575,18003,31267,36277,27807
42305,25947,22542,19851,1735
28864,28440,11341,40409,16227
1154,36494,37396,44437,726
17455,12735,18716,20197,2855
46182,7890,13573,36622,40449
1378,38368,45382,12633,7185
10055,25542,38552,7853,30340
7637,37762,21748,8084,44875
34657,9516,32669,13507,22401
43484,26943,43558,12,30294
30897,17086,37106,24843,38434
35845,36254,29974,23266,16409
41116,9801,36131,7819,29102
17541,8002,27428,4765,34667
13650,35997,11607,26096,36599
28495,32050,18548,28366,18936
44487,21256,39074,46326,27050
14942,38219,2482,27202,2070
11419,44938,18007,8132,37441
22945,40277,45027,21492,38257
45163,11105,9798,13261,35243
28722,1333,40953,1361,20150
20310,262,5260,35659,38049
43441,31427,46246,44381,22033
30229,45959,12139,37678,35971
34954,34759,44120,22426,41371
43937,12580,39873,2211,5453
20097,13070,43214,2553,31811
4917,6506,33427,422,23315
29774,4299,44999,41436,10206
40537,38262,6987,3354,12875
5450,43422,39012,7286,31678
22534,10521,40721,14368,40881
28947,37982,10340,9639,11310
8098,4832,13908,4423,33597
21473,32006,40058,33588,9970
39028,32639,33284,4271,2750
32109,10825,36441,3938,42244
41695,42905,45593,32256,40314
20230,45876,15651,10730,9735
24188,23095,45180,27960,9235
15483,17305,2292,21033,25898
16870,43787,15596,19239,23702
38531,6514,15322,8919,32821
42932,180,39503,39112,43298
42364,19850,15188,42551,32828
23647,16318,20535,27351,9652
234,19198,531,10250,16575
15324,38883,14764,2952,22287
34567,25557,45395,23649,10825
5782,2257,36287,31794,8248
3140,22602,34942,9219,5370
41085,3088,25601,31897,33283
19402,38851,2276,15597,34448
22154,25037,9959,3652,22958
35267,27043,30320,27077,35919
10963,10377,34374,33427,12699
36849,20458,38304,39109,42509
7456,19904,41845,37490,27435
24304,1366,9222,34447,17437
9767,27485,22805,2854,11808
31321,16999,28601,28739,8923
38824,6595,46002,38151,27233
25622,9,19741,35670,21083
1521,14002,23613,9031,38991
37376,9868,15004,23907,25968
34518,40401,12679,17579,43057
28238,4513,20214,34828,6922
14423,4471,37490,36135,770
17988,45889,42470,31578,31629
16102,1910,29411,1982,38032
32142,11187,17815,23253,5588
12990,45400,5686,34005,1973
25905,5002,13934,1074,41996
37953,6577,42418,29281,42447
19410,31987,44976,35847,21286
34896,10227,27243,42002,7975
40812,6162,2253,19373,28731
21996,33128,33450,6896,38188
354,8269,10834,1890,22533
5532,3999,17952,7336,45134
195,30196,42372,10062,42178
25532,28812,12233,25610,7184
9688,43173,1925,45370,3591
31366,22522,28419,35421,18119
36533,29983,22945,33908,30033
20466,27285,36914,20269,9728
16108,25262,25094,6957,42880
17440,38183,36771,22160,9089
26271,18435,44211,38067,44427
35979,35413,11133,28462,5917
4879,21252,19064,19414,23314
5887,1335,44322,39906,12082
30218,41072,16976,1225,10991
30796,26372,43851,36389,43494
11496,15531,4773,17156,2406
23359,40345,35292,3915,29516
20019,21529,26172,36240,7142
20911,32359,24184,32708,9943
31660,4499,11511,45956,37302
7023,11845,19299,1172,7843
13756,23429,16066,19564,7780
45774,8546,35147,37124,40959
4037,4817,31667,17766,32473
8669,15615,14699,12113,30532
15444,44886,37738,33003,21065
39572,11954,31566,40059,43989
5551,18923,39976,26691,37657
23643,8747,2719,4301,15173
9197,31272,35708,7986,41955
28386,41285,9206,45158,10532
29399,25016,28314,24175,32813
4956,1489,32692,5201,35935
15646,34101,36706,11843,287
1761,44271,11327,24900,22235
35413,35679,23045,38220,22165
16139,33268,423,32466,33340
1088,45070,1046,23160,29939
43127,7429,32080,15583,12592
26056,2439,42718,32019,4635
20819,19722,22804,479,2885
8518,332,2879,29923,23729
11076,10460,24208,37246,19181
4840,44386,34599,41490,31432
18519,6918,43360,7707,5280
3786,10607,31111,38430,1367
29067,25508,12211,32004,34562
2079,42728,4718,21447,28110
34371,28546,32981,8421,35916
21123,36948,14665,23412,2762
15144,38124,19147,1786,38674
39711,14705,35885,33599,11575
4417,19663,10019,14357,18032
42456,36548,26463,14977,19682
42163,43805,35580,15138,42762
27270,25154,26821,20172,20343
31823,32982,10164,40436,10251
17811,36509,26365,13404,925
44838,5061,3095,41640,36988
32883,5348,8347,1868,32686
41333,23065,26903,11960,35006
42095,33966,5366,24835,33288
26746,27480,25126,3065,9504
34758,25278,40559,21126,46333
37902,33791,23182,23857,4811
29717,16911,25517,24807,35518
10878,18541,20846,43564,14915
5515,45451,31634,35524,2675
18861,4969,21239,19998,42412
41094,19020,44570,18492,40489
13057,31479,22988,28918,37943
38904,15967,3544,9207,13820
23451,32163,37668,10164,25828
7598,41959,26802,8545,29491
3210,19011,23313,6738,42728
5806,4533,17779,45790,43588
14273,14517,20422,30151,37664
19961,7741,4365,38884,17461
26789,20472,46208,45160,15799
15657,11700,31147,42707,13976
41684,9353,42227,5778,34687
2268,12005,13768,5309,24510
27160,13439,15911,26701,10592
4806,39660,19588,21511,31871
11211,17251,13348,13135,26990
17938,12924,26721,23555,13936
9663,22139,35095,24636,34114
12053,32075,10683,37570,13540
46136,12171,31935,18303,20812
28069,18791,45478,12762,30845
45038,44778,9529,30737,17642
5429,38651,27409,22514,24420
44341,25550,24172,31984,34007
1845,32648,31479,19133,11440
553,33853,38540,26456,26063
45660,27887,1819,16140,13047
21122,17206,20198,16272,18527
24514,46092,7830,19910,34815
41107,970,29256,5255,40971
25196,36167,24973,14309,4366
30141,1444,13119,34264,6258
22786,11523,24782,12214,40832
20837,8456,37919,37221,24775
26777,40231,25783,20281,368
41759,12018,5150,902,18525
31422,16829,36670,10457,35667
22557,7672,44186,1468,20373
35691,27479,2027,35033,43401
19268,4557,46149,17764,42665
45612,8153,32789,20999,25000
24970,877,2923,39159,40568
9106,33798,5324,21999,44810
9017,25709,2410,27995,45041
15933,31258,9761,33897,29933
5236,43947,28689,38317,26270
16454,38507,45773,44836,42476
34583,14507,23057,25139,31549
34074,6559,7051,34340,5070
27556,41747,14549,6548,3141
9000,45166,44679,3871,40362
26818,26155,41041,36294,21891
38031,23558,45655,39444,27253
28983,31689,29354,28833,10866
19858,5824,7470,14545,44212
20998,37909,12712,38443,174
18594,3788,6437,20300,34056
23115,31148,3230,12705,26051
6784,6231,44192,23861,4148
25775,10329,35193,15390,8344
30939,38271,5504,39983,28267
25708,42562,35923,21982,40840
8406,18553,790,36676,28570
12630,17814,22304,24564,1170
28811,34383,41781,10499,16251
46354,35349,44629,40881,43952
28700,3894,26246,6873,21344
1419,19500,9446,40136,5746
4045,33913,29965,18327,6879
39602,6608,46317,38401,47
6441,1678,44350,4847,16328
43903,25046,17278,45204,4064
30875,7603,44530,13921,10130
4405,46297,35287,4533,28206
38225,11432,45599,13205,31172
5785,34925,28849,37078,5260
20989,5915,18101,31052,1928
37170,28416,11962,45223,20681
25003,4498,2233,41276,23447
44782,42831,12670,2432,15048
26446,6478,6862,46099,1932
26210,37080,14636,5786,22704
4384,41503,31442,22372,18600
41310,4276,7043,6251,40747
4336,1627,1356,38809,33989
37488,40331,2028,2019,20717
24043,30990,44795,37963,37986
19871,12075,10493,42916,31731
15048,38119,34496,40406,34550
10125,16886,5453,42061,21393
23943,17165,15213,8498,16304
33857,35546,36070,45497,13274
46171,6897,45614,20564,15029
44164,39688,37608,45348,6285
18502,38369,46252,38690,35694
21864,17049,38328,42539,31412
37341,15425,1620,36587,14630
14865,15863,6400,39005,21887
14315,5434,23077,3802,21643
25215,44562,35435,1150,34231
26085,20262,17482,11422,17278
11331,40859,41417,4730,31855
38854,22313,9087,31269,2796
35868,12387,2945,1621,1217
14330,28057,43520,21506,37351
34834,1992,34250,20528,10778
38417,20272,16480,12215,31220
7531,43948,44071,6685,18809
17948,36744,22568,21209,20538
33254,46163,3940,39997,28232
16191,12242,12563,13462,8746
19501,4655,20082,34881,32273
22981,23749,31974,40822,9631
12474,26506,44208,8098,35162
14529,7017,4348,45042,25910
39468,7962,32967,29578,29221
42048,21605,11976,24072,23141
43187,31809,4609,32647,31365
35898,14628,39434,12783,10829
42989,31686,8131,14337,9313
5876,14937,34337,25153,6835
44166,672,17264,42513,1234
41013,28837,20063,27573,17760
28921,23861,44017,34865,4585
17098,26810,21194,6875,33523
43248,151,35417,35864,38048
41641,457,19509,28531,8379
31374,26743,30934,27218,10617
22613,23469,28812,46330,45217
7408,36965,37457,8516,39478
19036,23928,11199,27933,38278
12469,4218,20083,7402,28821
20440,41013,37212,26770,11402
11005,24933,16322,2741,7914
34625,4507,15654,28530,37771
40158,26863,40173,17279,32736
44975,14928,22591,1774,22706
36008,520,24365,31497,42757
35755,9102,21429,27224,4669
30195,7365,4856,32300,19284
37130,8193,42282,9604,13444
495,14668,1077,22618,28153
20418,4019,43125,3483,12097
31935,5027,9436,12765,33162
19309,29209,10274,14549,9607
32184,16905,38477,2919,9967
20889,12190,7029,8426,12574
15915,13942,1213,10574,22222
1705,36410,8375,3808,24417
7447,27564,6000,40613,42346
4354,23275,30759,21399,32627
575,6087,32555,21866,17050
33587,30616,43225,4826,16002
4175,10534,855,22084,37620
5488,15410,19865,8323,19296
8969,1001,38610,3929,37885
39083,26806,20079,25203,13693
1049,17683,25307,8768,36441
45508,26841,13033,36815,7786
38819,39495,39809,17841,36467
36973,26402,16964,19882,7059
38870,42938,45389,29262,36275
24829,14416,5224,13006,41937
17915,13338,28739,12646,41509
46202,37273,20653,17689,21634
43777,12210,38320,36989,10432
19723,886,6708,7987,18652
27523,4779,43353,35788,28131
45122,42576,45400,25660,2489
29231,8492,29191,26615,34644
37190,21033,27446,28016,26392
2554,17029,26561,7002,18082
16682,12355,44494,40827,14140
3286,17752,37755,43335,37445
39367,2163,18216,45097,780
34608,20426,8487,39354,17213
37126,3210,20757,24298,2808
22814,23984,37560,29179,24425
29627,11719,13731,15102,33512
898,45793,33469,24551,39301
35722,26971,5594,11002,38545
1137,18558,27259,5158,8207
15419,31452,21386,16944,14725
16447,1450,34281,13395,37433
26197,28137,27273,45934,12725
16316,15699,20852,7233,33781
31243,12219,13082,15728,41980
34710,38067,11721,15747,38878
11027,36367,18580,15731,12262
12072,136,6692,44773,6110
26431,16493,33326,23267,42386
15438,8657,3192,13131,41942
9138,12997,5059,4334,18925
27350,17773,45560,38029,12622
4518,26989,18481,11201,3472
39045,38969,42122,14621,6228
151,44815,44618,33296,9020
15805,8365,9369,36915,24287
26280,21619,41104,20846,13770
24079,9542,8939,10885,21569
22031,26195,23487,34823,26741
5309,17205,30452,39649,8625
35583,44840,41948,9168,36209
7110,43199,43502,838,4599
43181,29472,44639,33290,1101
20856,30468,39542,39552,11792
29640,22400,39633,26374,14377
1472,13988,37719,20948,14542
43834,21459,25657,25742,30365
16731,2947,38480,19628,42358
12554,44654,12029,45008,29971
28778,43969,2677,43184,10898
29622,8039,37055,21471,21452
45046,23947,30937,22634,13050
13701,40452,34397,25356,25067
46101,15082,45487,5183,2380
23381,19833,40456,2301,18912
6582,6744,29748,26594,37550
10163,22685,29712,3181,34535
1214,45551,3931,24100,17998
41016,34819,22080,32118,29559
35094,18657,13248,33817,17347
24853,32892,4451,39781,10663
3890,23620,21911,18499,10041
16029,18020,16868,29625,10083
37461,20670,13701,29457,39274
30305,19818,36307,19434,11602
33318,5189,23754,40826,18999
36437,32874,28842,20750,45663
26221,4586,34129,25230,15366
36387,28516,27051,17921,27816
7195,2032,9759,34399,3613
30405,32255,800,40298,6216
39997,28521,5198,22097,30911
26408,44258,10519,37426,34063
10313,23477,31548,38492,31039
37630,36825,43135,3392,11884
30717,16823,18350,43001,26964
22954,44486,3142,17297,40830
12599,12328,5454,45465,13001
37204,31529,8237,17873,20784
30341,30983,12384,44943,28242
13171,41819,12436,6708,32216
446,17213,11223,42794,37003
39003,26170,36807,29794,8287
26413,35211,40555,17818,46151
12898,14829,31812,22401,45853
3183,33871,35989,25185,21351
10746,25226,8979,10887,370
26367,14902,45577,5631,34767
26659,22875,12025,7964,20452
6435,20568,36111,43531,26506
37784,8290,5174,30318,28032
44193,14382,36237,5075,39408
12581,3194,15021,6837,23291
19334,9629,6709,29866,19943
9915,3178,26738,22945,22443
13303,21582,8527,14662,18765
36126,31878,5545,34894,41422
24060,10661,43761,33062,1940
42983,5880,14897,4198,8073
22792,10705,26540,41368,45731
32983,31490,18314,23484,43796
44775,13163,11806,20859,4720
9423,40555,5897,37390,46184
14504,4536,30589,31530,46280
33788,31773,9701,12494,31198
21385,575,4621,22213,35875
7388,45932,20848,45015,29560
34320,42510,24203,35647,5593
14543,32773,27386,24059,39938
19479,16452,14962,5475,25531
33197,6195,16336,26005,3702
12721,24584,43614,16827,32167
40774,45189,14052,2674,11647
35989,40883,30410,42194,5532
44795,13224,37799,28072,36323
42943,42563,453,19042,26737
39178,22137,21808,7353,21136
17977,20619,17985,8661,28185
36549,43564,19328,31879,41032
8264,1951,14713,29725,1406
24383,27076,19257,3251,27577
8243,22164,5331,397,2844
34516,5988,43094,17998,29641
6224,36297,13739,18907,15704
42940,14821,16884,28398,36167
43175,13479,31108,6017,8162
4148,42197,43524,23619,6857
7812,5327,28691,36333,45153
33311,12690,42397,32823,33334
86,30500,13972,33735,2789
37005,18351,5876,20488,23503
43428,22630,39502,13432,16918
2250,10268,24179,35010,27554
740,22907,17342,3564,25854
5367,38231,15170,25063,4580
24920,38189,21493,17147,41086
20818,21504,28749,41117,16988
23827,41547,34313,24170,35960
33242,40938,3624,33354,27647
34647,4599,13222,29808,18956
5303,9167,11074,21565,8471
12262,11675,38216,6314,36128
39355,16860,37873,14416,43527
41482,13717,36114,20877,12369
34268,10768,2994,31262,6444
5206,37857,33774,31279,6742
34757,32090,13486,44962,20365
10581,9627,15698,36803,7390
3398,30230,119,22203,34671
10639,21812,25217,41597,37637
5262,11343,27069,38333,43864
34061,16880,39461,10736,44269
16264,25405,4931,846,21069
2889,39413,19524,26719,20251
41299,35251,19466,25762,8028
2343,11086,26690,45108,21147
363,1688,588,4608,33871
33405,25949,33859,11547,41489
9257,46112,26887,39631,39512
11857,3676,24837,19889,45046
15239,10859,451,42564,9035
24511,26588,45462,7361,1520
12735,22099,8938,22627,29903
24960,46150,36567,45947,35909
14988,4974,29466,27231,46293
3418,41652,37674,23466,45968
956,20470,35917,6981,35576
31558,16939,12769,41519,19023
14106,38955,26885,8976,21232
26589,44,42099,17671,21761
38427,33185,12346,27256,12662
19710,18699,15493,23152,9157
5617,8398,10980,2579,22502
40278,5736,23081,31452,25514
3648,21244,32656,2081,34154
32040,1120,11468,14094,36181
30125,5760,23686,42856,41110
36503,15998,16862,33688,9770
25210,18999,42415,22660,18063
11625,26434,39411,32763,33028
11647,21764,45159,5343,32924
24415,20115,2586,34130,16325
30960,13895,43364,34412,19814
42911,43656,45394,29044,46206
1433,43203,24380,38736,20003
17390,6809,22355,22835,9891
15563,45055,17700,19025,10098
15260,40177,27217,36424,22245
12280,8181,15584,35884,41375
43211,15387,25237,32702,44225
43632,39091,39814,16803,18601
13512,40501,18636,43056,7665
4614,19854,28870,22725,19266
35157,45410,9464,13526,23716
8337,39118,13806,30846,11299
3938,2465,3005,28655,18149
40699,37072,26697,43687,31415
4970,10276,45740,36519,28806
25208,22810,16945,32623,1084
45609,3091,33596,22280,25845
6213,18522,40156,18633,6230
17968,42221,18345,40573,24951
21146,33883,28593,45697,14301
17490,30086,3820,11871,11515
19324,6152,17384,16894,42345
29014,9497,17710,19570,4455
6212,6135,27187,28464,45389
18420,10274,2,10843,43890
12360,18058,27882,3107,45973
35214,8060,31256,41737,46188
32274,33361,16750,36593,5303
9796,9082,4631,41662,33432
18216,41315,38966,16305,25626
20990,42195,39164,34017,18799
4151,301,23427,17374,7232
29725,5102,21478,22889,5297
6340,37481,9943,24146,14965
36020,16109,45421,26252,6100
44284,30922,42882,42921,43823
12915,44288,19494,8126,5933
23023,15320,19702,33494,36334
15344,39536,4161,4455,24574
9119,25490,33215,37321,42355
23765,43916,44820,8409,14574
31883,25421,3882,42445,10640
25817,26962,41482,45876,14833
28449,33503,7310,3432,6281
34445,34279,2144,36474,5058
38690,5488,45263,33135,22912
10239,30884,16354,29804,42475
31029,40647,20135,28082,15128
31306,30050,36929,11895,3832
31573,13365,45087,37399,24232
15905,28846,21351,20023,37083
24657,1278,21416,6386,38001
41033,41690,35815,24996,26927
29426,19189,5378,19849,6711
8434,16943,24156,40143,10982
31714,22245,458,42846,23848
23550,34743,38468,7929,40155
44672,36756,7459,35614,15065
577,46001,39618,20852,45656
32573,25099,37781,39484,28285
12210,21829,27856,22342,39253
18638,41182,45508,35155,435
30367,18019,28073,16698,1632
45318,34426,24889,31,34261
40241,468,39464,37465,41069
43604,41493,29026,38185,30529
27499,42774,36824,13050,44237
17007,37927,7023,9257,5197
1066,15030,4547,24957,44060
21441,2017,39712,17459,16737
33769,13961,7595,18302,8273
40324,30778,38122,567,35797
5086,33638,37013,3711,21642
242,6937,19760,18872,44318
2927,34737,29019,2903,784
35748,20586,808,34820,25026
8325,32947,27964,6233,44435
2327,1091,5036,38600,11112
46137,42517,27865,41692,21768
5136,6077,19316,5264,28870
43589,1922,39647,45912,15820
20446,3500,34108,14877,4334
45504,19978,39175,21321,20749
38292,27631,40688,6936,3647
324,25032,17038,7887,16360
36083,43483,2563,3456,11999
37877,4414,41934,28499,37996
8632,24103,45367,43649,14208
28641,14169,1979,42665,34080
29080,44392,24873,44048,5141
34519,25308,10014,17718,24014
40274,31505,24649,22119,41363
30935,6081,23742,7038,14100
25274,34066,14630,3076,1651
13505,35203,31876,26588,18142
43612,2923,17259,11382,22103
27448,2725,34671,45642,7605
2194,20807,25753,3245,35913
36412,42115,20874,24118,35838
28932,30247,25242,15048,41970
20199,12238,9336,18831,44074
6587,17652,10222,13710,23209
38201,40889,40347,44247,20035
7146,30486,43129,16832,33246
40940,19919,15005,26784,11335
14482,6482,15748,44290,32308
19378,8188,41463,30315,22417
35937,33719,40185,40699,46344
1754,4014,645,37561,45745
17996,395,19025,4128,22003
29278,26834,32674,43017,42248
1664,32302,732,38862,31628
42293,42185,18602,4903,10529
1417,9216,26229,39242,18329
27440,41417,41310,43239,41538
33961,10606,31945,1066,34407
20606,45715,38026,35919,24782
17960,13898,3797,16768,33118
14971,35913,5063,284,35200
34256,38654,6548,5141,5133
10247,33851,13927,4985,29857
43318,21345,32609,6534,41420
19900,11439,27979,254,44820
31845,46007,24980,40129,2432
9559,34497,43344,37037,37356
9321,7711,28669,4262,22310
38847,17236,33762,10620,38180
16999,44669,34613,1566,46274
13776,2935,6831,33823,35368
41692,11227,24459,40108,22280
29540,37021,23841,32880,36023
24551,9660,24706,14149,16344
1900,18659,36520,6865,10465
45614,31480,45066,34372,44005
9332,22704,26,9382,4089
16210,1931,15536,1377,34648
11674,13585,28847,33122,10032
16847,25982,11645,27019,10558
8545,7620,24591,30647,18067
32625,42572,16760,7587,9824
1000,2039,34282,9454,21442
29496,16692,41341,19790,44762
17561,22359,40073,4067,9510
36556,7140,23748,11101,9009
29695,16072,34444,4595,8870
22498,45120,27704,23387,40182
10160,19130,38148,11389,32805
18985,18094,12476,32821,45272
40333,30594,19664,31961,27026
23979,9729,3837,32568,4654
5599,1495,16479,21043,41800
46175,16217,2294,31200,5470
31956,19542,43525,43968,28088
28935,8798,16913,29307,5644
13367,43816,14232,38667,40822
19778,43453,38836,13248,3270
12340,12468,34433,21825,43240
44228,24707,34071,17197,20625
45606,38530,4350,27031,18593
37866,34758,39764,18420,45068
15526,45440,13777,15787,21544
21886,42621,2949,4807,20815
37620,41953,40375,7789,29108
27298,37413,36301,36481,223
6537,14878,14864,12807,26955
33876,23392,39603,37832,22395
4317,44786,3006,45627,29803
22310,13484,31502,39828,29224
14959,11034,9876,16585,44327
9971,8579,2370,24634,8068
26701,11014,43714,23471,29478
40410,14597,21790,6205,27758
6034,30685,1815,28569,18569
26143,22334,27661,36887,39108
7152,33194,14905,10383,41755
7424,20892,44213,33032,395
24468,31764,35410,18638,8131
13925,25799,35419,27704,8078
40782,44050,31880,7739,1701
10828,15158,25985,32001,17244
28622,23978,22577,11106,4087
5008,25273,15335,27610,4266
35262,27369,39237,8165,36238
22793,17863,36776,29015,26520
14244,17791,28811,6727,39352
8193,28637,32908,28480,27607
36381,39379,14823,39959,1246
33274,25277,10969,4605,18808
5708,9085,13675,8589,16975
626,32687,35091,3513,22121
669,407,10512,15550,12301
12845,7814,12855,24709,39693
18008,31140,46156,6308,18023
34610,19272,13413,22065,19331
26576,2053,28401,25341,7862
36023,39589,5988,13136,34513
27037,6311,5309,15898,10260
25564,13862,37587,14723,34888
9228,25071,15471,28489,26686
41631,8493,40763,11208,3977
3761,31464,39832,38258,1288
3479,33418,30247,2669,5402
33621,5036,43133,38583,2864
42176,35944,41459,29607,6611
26216,2490,16165,31300,33798
35067,37529,528,3335,24402
12246,24504,9845,25816,35118
34215,15322,15997,17559,26959
7021,25086,27963,817,20774
5007,10835,22898,42308,22217
23168,6020,30148,1458,9422
10039,27389,11417,32850,10330
19089,28607,21385,41032,9487
34663,29051,29500,43834,7796
9979,31618,45333,14536,7933
30300,31962,14104,35426,26971
9911,8101,6867,20114,17655
22331,30316,33639,21249,27220
4211,12241,15614,34433,10516
27281,7442,10935,29752,31645
15745,38203,2202,40547,2589
24602,45645,36907,26668,5076
35423,20598,29728,41884,39139
43421,14640,38015,11115,21199
11297,36879,22686,11291,38635
1843,8965,23335,8875,5398
36812,1422,4879,31663,25220
12454,11182,5296,40309,31191
45992,22617,9103,33803,6957
41342,5752,11702,43209,2370
22456,11126,330,25001,25985
39240,4805,15237,23796,22273
22546,33759,2420,42487,22979
31235,32801,13471,22516,23444
25670,2301,24530,26257,16656
8789,28503,24247,45959,10826
42621,28895,26618,1310,13531
24313,27732,8444,21800,35354
24598,10371,1056,32402,35086
14384,21129,5273,41190,32435
42045,19708,31006,20061,9143
14945,17480,25988,29018,10325
5790,33993,41368,39864,2335
18581,15857,12696,27149,39864
35757,39931,37068,42372,31599
21726,31112,35156,37850,1010
21919,23231,37039,15539,26958
41879,16514,4265,33170,18798
38328,37875,46313,34128,834
27007,13480,1177,33350,28149
31037,37361,16618,30963,27716
11456,43495,13609,31643,10435
44925,35204,31156,28073,21448
41674,27926,26966,25084,38907
2693,40896,46121,30650,21836
33577,20793,23996,8920,5920
23708,43878,45650,6942,40699
8284,5628,34804,37844,8729
45494,14891,32435,25682,45258
42836,34577,5023,29621,36477
26664,3310,29979,5456,28996
13530,5979,42945,20808,16413
7019,21231,921,49,1670
29617,3435,34194,46342,31302
6451,29502,13024,3697,24243
30143,40371,26498,41395,14071
37670,34388,36234,3049,14562
10116,34626,18762,18749,12351
13693,37955,177,14481,35379
41389,4888,15550,31123,28365
15329,31364,13587,26155,35193
25260,44220,41487,42052,1839
19025,23523,11851,3815,21977
25041,35051,24455,15996,37951
14492,32617,25510,36777,13319
37907,384,5074,10003,1999
22367,44711,4413,8259,12826
40912,27694,24253,12403,14742
38958,35303,30147,31566,34939
15309,12624,7460,7818,16849
31711,17896,32050,28510,10792
21892,25153,5763,42756,14219
19597,8367,20144,36765,39718
8825,4687,19500,38567,29898
38955,17873,36220,6188,29544
20598,44560,16986,21155,38928
30831,39153,2578,43578,36195
28191,29648,32565,45612,43342
45293,8274,14105,34766,36018
45258,20510,36820,28469,25974
30941,24776,21289,15271,9472
25953,6218,11496,46163,5522
26495,14988,40064,16175,44034
37825,4929,25417,43911,12727
36600,5339,1211,3656,40020
3055,15807,17064,27074,42602
45405,39286,4946,33869,9146
36246,41335,2749,26303,2144
43867,33865,28385,25703,23995
6902,44159,704,282,16725
45800,9150,34580,30602,10153
32843,31433,42841,18493,13835
21989,36257,1502,25057,35891
39914,16916,29680,7833,41945
1916,37219,29491,38900,18938
16793,17364,6450,32889,36506
14109,4329,26935,2791,10307
44394,19809,32833,29339,38290
46176,30776,24295,2572,10996
6446,40346,10731,10477,39538
31960,33118,41180,20388,43435
3078,17785,5646,17686,6948
40831,5918,44143,12913,20142
42564,41844,22582,39243,26662
1195,13964,35597,22311,25151
12197,23025,24946,33369,14248
24751,14054,8850,1072,25986
42445,34222,22995,22192,26592
36378,34508,17221,40016,28037
12834,27575,12682,40624,17784
3046,28509,20669,23642,31650
1023,14249,32180,3362,36376
29576,13780,39460,44797,8337
31898,15511,30576,26119,21254
19674,44280,41708,1496,26916
33521,23623,1642,29438,42584
6655,19941,19462,15448,19258
44573,11739,17430,32534,43256
